SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-20-2019,Condo/Co-op,119 Liberty St,Tustin,CA,92782,608000,3,3.5,TF - Tustin Field,1583,,2005,12,384,239,Sold,,,http://www.redfin.com/CA/Tustin/119-Liberty-St-92782/home/5953368,CRMLS,PW19037643,N,Y,33.7045963,-117.8018634
PAST SALE,September-30-2019,Condo/Co-op,174 Overbrook,Irvine,CA,92620,550000,1,1.5,Stonegate,1005,,2013,2,547,110,Sold,,,http://www.redfin.com/CA/Irvine/174-Overbrook-92620/home/58555546,TheMLS,19-492480,N,Y,33.7053549,-117.7450693
PAST SALE,October-1-2019,Condo/Co-op,109 Della #48,Irvine,CA,92602,1046000,3,2.5,OH - Orchard Hills,2087,3307,2019,1,501,299,Sold,,,http://www.redfin.com/CA/Irvine/109-Della-92602/unit-48/home/167623035,CRMLS,NP19170859,N,Y,33.7514861,-117.7549295
PAST SALE,July-12-2019,Condo/Co-op,121 Leafy Twig,Irvine,CA,92618,734729,3,2.25,PS - Portola Springs,1445,,2019,82,508,360,Sold,,,http://www.redfin.com/CA/Irvine/121-Leafy-Twig-92618/home/153720139,CRMLS,OC19017011,N,Y,33.665242,-117.7490656
PAST SALE,July-17-2019,Single Family Residential,146 Palencia,Irvine,CA,92618,855000,2,2.5,699 - Not Defined,1849,3700,2018,77,462,285,Sold,,,http://www.redfin.com/CA/Irvine/146-Palencia-92618/home/167688858,CRMLS,CV18225823,N,Y,33.665242,-117.7490656
PAST SALE,July-23-2019,Single Family Residential,75 Lunar St,Irvine,CA,92618,2322006,5,5.5,699 - Not Defined,4627,5747,2018,71,502,295,Sold,,,http://www.redfin.com/CA/Irvine/75-Lunar-ST-92618/home/166845777,CRMLS,PW18266758,N,Y,33.665242,-117.7490656
PAST SALE,August-2-2019,Condo/Co-op,139 Messenger,Irvine,CA,92618,890000,3,2.25,PS - Portola Springs,1839,,2018,61,484,243,Sold,,,http://www.redfin.com/CA/Irvine/139-Messenger-92618/home/148431258,CRMLS,OC18285547,N,Y,33.665242,-117.7490656
PAST SALE,July-31-2019,Condo/Co-op,132 Halo,Irvine,CA,92618,947380,4,2.5,PS - Portola Springs,2137,,2019,63,443,227,Sold,,,http://www.redfin.com/CA/Irvine/132-Halo-92618/home/166852776,CRMLS,PW19122553,N,Y,33.665242,-117.7490656
PAST SALE,,Single Family Residential,18 Harvey Ct,Irvine,CA,92617,601000,2,3.5,,2372,2688,,,253,,,,,http://www.redfin.com/CA/Irvine/18-Harvey-Ct-92617/home/5750828,,,N,Y,33.636904,-117.842425
PAST SALE,,Single Family Residential,8 Vega Ct,Irvine,CA,92617,621000,4,2.5,,2536,4829,,,245,,,,,http://www.redfin.com/CA/Irvine/8-Vega-Ct-92617/home/40108707,,,N,Y,33.6347739,-117.8362105
PAST SALE,July-29-2019,Condo/Co-op,129 Bowery,Irvine,CA,92612,964990,3,3,699 - Not Defined,1914,1914,2018,65,504,505,Sold,,,http://www.redfin.com/CA/Irvine/129-Bowery-92612/home/148722900,CRMLS,CV19011541,N,Y,33.6588951,-117.8282121
PAST SALE,July-5-2019,Condo/Co-op,26 Greenmoor #13,Irvine,CA,92614,575000,2,2.5,WB - Woodbridge,1176,,1986,89,489,354,Sold,,,http://www.redfin.com/CA/Irvine/26-Greenmoor-92614/unit-13/home/5652720,CRMLS,RS19093471,N,Y,33.6655043,-117.7980031
PAST SALE,July-19-2019,Condo/Co-op,15 Goldenrod #82,Irvine,CA,92614,452000,2,2,WB - Woodbridge,949,,1985,75,476,354,Sold,,,http://www.redfin.com/CA/Irvine/15-Goldenrod-92614/unit-82/home/5645640,CRMLS,OC19100380,N,Y,33.6716644,-117.7997049
PAST SALE,July-26-2019,Single Family Residential,5022 Alcorn Ln,Irvine,CA,92603,1268000,4,2,TR - Turtle Rock,2100,5663,1968,68,604,85,Sold,,,http://www.redfin.com/CA/Irvine/5022-Alcorn-Ln-92603/home/4737895,CRMLS,OC19107712,N,Y,33.6474797,-117.8212286
PAST SALE,July-31-2019,Single Family Residential,3802 Beaver St,Irvine,CA,92614,1285000,5,3,WP - Westpark,4040,5312,1971,63,318,56,Sold,,,http://www.redfin.com/CA/Irvine/3802-Beaver-St-92614/home/4657264,CRMLS,PW19101272,N,Y,33.6731074,-117.8237015
PAST SALE,August-6-2019,Condo/Co-op,59 Fox Holw,Irvine,CA,92614,600000,3,1.75,WB - Woodbridge,1355,,1980,57,443,397,Sold,,,http://www.redfin.com/CA/Irvine/59-Fox-Holw-92614/unit-36/home/5575828,CRMLS,PW19160309,N,Y,33.6743079,-117.8159804
PAST SALE,August-6-2019,Condo/Co-op,16 Longshore #36,Irvine,CA,92614,990000,3,2.5,WB - Woodbridge,2614,,1983,57,379,449,Sold,,,http://www.redfin.com/CA/Irvine/16-Longshore-92614/unit-36/home/5642898,CRMLS,OC19099084,N,Y,33.6712904,-117.8063161
PAST SALE,August-20-2019,Condo/Co-op,10 Exeter,Irvine,CA,92612,600000,2,2.5,UT - University Town Center,1240,,1981,43,484,296,Sold,,,http://www.redfin.com/CA/Irvine/10-Exeter-92612/unit-11/home/5678062,CRMLS,OC19134662,N,Y,33.6512501,-117.8275413
PAST SALE,August-23-2019,Single Family Residential,14 Senisa,Irvine,CA,92612,880000,4,2.5,UP - University Park,1896,3200,1966,40,464,192,Sold,,,http://www.redfin.com/CA/Irvine/14-Senisa-92612/home/4699714,CRMLS,OC19126888,N,Y,33.6658467,-117.8200151
PAST SALE,August-28-2019,Single Family Residential,33 Shearwater,Irvine,CA,92604,998000,4,3,WB - Woodbridge,2050,4500,1979,35,487,97,Sold,,,http://www.redfin.com/CA/Irvine/33-Shearwater-92604/home/4691275,CRMLS,PW19175536,N,Y,33.6781224,-117.789353
PAST SALE,September-6-2019,Condo/Co-op,82 Echo Run #41,Irvine,CA,92614,435000,2,2,WB - Woodbridge,917,,1980,26,474,424,Sold,,,http://www.redfin.com/CA/Irvine/82-Echo-Run-92614/unit-41/home/5644798,CRMLS,OC19180845,N,Y,33.6684249,-117.8152979
PAST SALE,September-6-2019,Condo/Co-op,551 Springbrook N #71,Irvine,CA,92614,470000,2,1,WB - Woodbridge,832,,1984,26,565,354,Sold,,,http://www.redfin.com/CA/Irvine/551-Springbrook-N-92614/unit-71/home/5668102,CRMLS,PW19102836,N,Y,33.6686787,-117.7956759
PAST SALE,,Condo/Co-op,34 Danbury Ln,Irvine,CA,92618,820000,3,2.5,,1473,,2000,,557,,,,,http://www.redfin.com/CA/Irvine/34-Danbury-Ln-92618/home/5793601,,,N,Y,33.6679437,-117.7859087
PAST SALE,September-26-2019,Condo/Co-op,2 Claret #52,Irvine,CA,92614,615000,2,2,WB - Woodbridge,1296,,1980,6,475,437,Sold,,,http://www.redfin.com/CA/Irvine/2-Claret-92614/unit-52/home/5632936,CRMLS,OC19213566,N,Y,33.672492,-117.8137086
PAST SALE,July-8-2019,Single Family Residential,14 Brockton,Irvine,CA,92620,1290000,6,3,NW - Northwood,2627,5060,1999,86,491,150,Sold,,,http://www.redfin.com/CA/Irvine/14-Brockton-92620/home/5769574,CRMLS,OC19070439,N,Y,33.7256103,-117.7481264
PAST SALE,August-9-2019,Single Family Residential,12 Heather,Irvine,CA,92620,1400000,5,3.5,NW - Northwood,3254,6168,2000,54,430,171,Sold,,,http://www.redfin.com/CA/Irvine/12-Heather-92620/home/5770208,CRMLS,OC19037196,N,Y,33.7215821,-117.7433161
PAST SALE,August-28-2019,Single Family Residential,110 Della #38,Irvine,CA,92602,1159500,3,2.5,OH - Orchard Hills,2137,3008,2019,35,543,299,Sold,,,http://www.redfin.com/CA/Irvine/110-Della-92602/unit-38/home/160599417,CRMLS,NP19049147,N,Y,33.732167,-117.73907
PAST SALE,September-27-2019,Single Family Residential,45 Tesoro,Irvine,CA,92618,1490000,4,3,LGA - Laguna Altura,2459,4235,2012,5,606,280,Sold,,,http://www.redfin.com/CA/Irvine/45-Tesoro-92618/home/45376446,CRMLS,OC19175516,N,Y,33.6427952,-117.7587546
PAST SALE,July-29-2019,Condo/Co-op,32 Gingerwood,Irvine,CA,92603,775000,2,2,TRG - Turtle Ridge,1643,,2004,65,472,275,Sold,,,http://www.redfin.com/CA/Irvine/32-Gingerwood-92603/home/5944440,CRMLS,NP19108958,N,Y,33.6265221,-117.8284867
PAST SALE,August-2-2019,Single Family Residential,25 Woods Trl,Irvine,CA,92603,3800000,5,6,TRG - Turtle Ridge,6700,10494,2006,61,567,478,Sold,,,http://www.redfin.com/CA/Irvine/25-Woods-Trl-92603/home/5900512,CRMLS,LG18197082,N,Y,33.6244199,-117.8098255
PAST SALE,September-6-2019,Single Family Residential,18801 Via Palatino,Irvine,CA,92603,2030000,5,4,TR - Turtle Rock,2900,8510,1970,26,700,138,Sold,,,http://www.redfin.com/CA/Irvine/18801-Via-Palatino-92603/home/4739573,CRMLS,OC19115483,N,Y,33.6446948,-117.8181833
PAST SALE,October-1-2019,Single Family Residential,18 Bethany Dr,Irvine,CA,92603,1430000,4,2.5,TR - Turtle Rock,2015,5896,1969,1,710,82,Sold,,,http://www.redfin.com/CA/Irvine/18-Bethany-Dr-92603/home/4739474,CRMLS,OC19161830,N,Y,33.639973,-117.8212744
PAST SALE,,Condo/Co-op,38 Talmont,Newport Coast,CA,92657,1699000,3,3.5,,2708,,,,627,,,,,http://www.redfin.com/CA/Newport-Coast/38-Talmont-92657/home/5981281,,,N,Y,33.6079987,-117.8084517
PAST SALE,July-19-2019,Condo/Co-op,402 Rockefeller #316,Irvine,CA,92612,849000,2,2.5,AA - Airport Area,2290,,2013,75,371,917,Sold,,,http://www.redfin.com/CA/Irvine/402-Rockefeller-92612/unit-316/home/40102476,CRMLS,OC19123374,N,Y,33.6765276,-117.8480841
PAST SALE,July-24-2019,Condo/Co-op,702 Solvay Aisle #169,Irvine,CA,92606,580000,2,2,WP - Westpark,1028,,1996,70,564,292,Sold,,,http://www.redfin.com/CA/Irvine/702-Solvay-Aisle-92606/unit-169/home/5703165,CRMLS,OC19114381,N,Y,33.6862107,-117.8104653
PAST SALE,August-6-2019,Condo/Co-op,4 Cresthaven #38,Irvine,CA,92604,660000,3,2.5,WB - Woodbridge,1446,,1978,57,456,414,Sold,,,http://www.redfin.com/CA/Irvine/4-Cresthaven-92604/unit-38/home/5505069,CRMLS,OC19094009,N,Y,33.6805855,-117.7819653
PAST SALE,August-15-2019,Townhouse,402 Marinella Aisle,Irvine,CA,92606,676000,3,2.5,WP - Westpark,1345,1000,1995,48,503,254,Sold,,,http://www.redfin.com/CA/Irvine/402-Marinella-Aisle-92606/home/5703731,CRMLS,OC19181903,N,Y,33.6899236,-117.811296
PAST SALE,September-12-2019,Single Family Residential,36 Golden Star,Irvine,CA,92604,1075000,4,2.5,EC - El Camino Real,2580,5400,1975,20,417,70,Sold,,,http://www.redfin.com/CA/Irvine/36-Golden-Star-92604/home/4683659,CRMLS,CV19161712,N,Y,33.6927953,-117.7942094
PAST SALE,September-25-2019,Condo/Co-op,15 Giovanni Aisle #357,Irvine,CA,92614,430000,1,1,WP - Westpark,899,,1989,7,478,280,Sold,,,http://www.redfin.com/CA/Irvine/15-Giovanni-Aisle-92614/unit-357/home/5589470,CRMLS,OC19097108,N,Y,33.6824417,-117.8304285
PAST SALE,September-27-2019,Condo/Co-op,27 Alicante Aisle,Irvine,CA,92614,457000,2,2,WP - Westpark,900,1000,1988,5,508,294,Sold,,,http://www.redfin.com/CA/Irvine/27-Alicante-Aisle-92614/unit-58/home/5587513,CRMLS,OC19183869,N,Y,33.6853274,-117.8284151
PAST SALE,July-30-2019,Single Family Residential,114 Headwaters,Irvine,CA,92602,2955348,5,5.25,OH - Orchard Hills,5508,8222,2018,64,537,280,Sold,,,http://www.redfin.com/CA/Irvine/114-Headwaters-92602/home/147707432,CRMLS,PW19006897,N,Y,33.7580957,-117.7552615
PAST SALE,July-31-2019,Single Family Residential,225 Clear Fls,Irvine,CA,92602,2560000,5,5.25,OH - Orchard Hills,5038,8387,2019,63,508,280,Sold,,,http://www.redfin.com/CA/Irvine/225-Clear-Fls-92602/home/160701455,CRMLS,PW19058805,N,Y,33.7559888,-117.7531245
PAST SALE,August-19-2019,Single Family Residential,10 Hallwood,Irvine,CA,92602,1105000,4,2.5,NK - Northpark,2335,3488,2001,44,473,189,Sold,,,http://www.redfin.com/CA/Irvine/10-Hallwood-92602/home/5813234,CRMLS,OC19128730,N,Y,33.7384719,-117.7666337
PAST SALE,September-24-2019,Condo/Co-op,1404 Scholarship,Irvine,CA,92612,580000,2,2,AA - Airport Area,1274,1274,2007,8,455,510,Sold,,,http://www.redfin.com/CA/Irvine/1404-Scholarship-92612/home/12257169,CRMLS,NP19072234,N,Y,33.6679149,-117.8513707
PAST SALE,August-14-2019,Condo/Co-op,218 Pineview,Irvine,CA,92620,405000,1,1,NW - Northwood,835,1092,1977,49,485,235,Sold,,,http://www.redfin.com/CA/Irvine/218-Pineview-92620/home/4787957,CRMLS,PW19127011,N,Y,33.715217,-117.756188
PAST SALE,August-13-2019,Single Family Residential,32 Honeyrose,Irvine,CA,92620,1100000,3,2.5,WD - Woodbury,2364,3520,2009,50,465,125,Sold,,,http://www.redfin.com/CA/Irvine/32-Honeyrose-92620/home/7203437,CRMLS,OC19161558,N,Y,33.6885543,-117.7480806
PAST SALE,August-19-2019,Single Family Residential,24 Halifax Pl,Irvine,CA,92602,790000,3,2.5,WI - West Irvine,1500,3325,1998,44,527,,Sold,,,http://www.redfin.com/CA/Irvine/24-Halifax-Pl-92602/home/4792929,CRMLS,OC19143329,N,Y,33.7343445,-117.7738867
PAST SALE,August-19-2019,Single Family Residential,75 Briar Ln,Irvine,CA,92602,1040000,4,2.5,WI - West Irvine,2600,4853,1999,44,400,,Sold,,,http://www.redfin.com/CA/Irvine/75-Briar-Ln-92602/home/4794368,CRMLS,PW19149676,N,Y,33.7397673,-117.7710771
PAST SALE,August-14-2019,Condo/Co-op,20 Pendant,Irvine,CA,92620,875000,3,2.5,STG - Stonegate,1685,2500,2012,49,519,110,Sold,,,http://www.redfin.com/CA/Irvine/20-Pendant-92620/home/51684054,CRMLS,PW19140127,N,Y,33.7044978,-117.7420057
PAST SALE,August-19-2019,Condo/Co-op,303 Tangelo #347,Irvine,CA,92618,395000,2,1,OT - Orangetree,864,,1978,44,457,329,Sold,,,http://www.redfin.com/CA/Irvine/303-Tangelo-92618/unit-347/home/5482023,CRMLS,OC19119093,N,Y,33.6710919,-117.7752148
PAST SALE,August-16-2019,Townhouse,123 Mayfair,Irvine,CA,92620,685000,2,2,STG - Stonegate,1290,1290,2012,47,531,310,Sold,,,http://www.redfin.com/CA/Irvine/123-Mayfair-92620/home/51681277,CRMLS,NP19087907,N,Y,33.7039361,-117.7449756
PAST SALE,,Single Family Residential,80 Loganberry,Irvine,CA,92620,1065000,3,2.5,,2027,3668,,,525,,,,,http://www.redfin.com/CA/Irvine/80-Loganberry-92620/home/5958933,,,N,Y,33.6948822,-117.755044
PAST SALE,August-23-2019,Condo/Co-op,56 Bijou,Irvine,CA,92618,510000,2,1.5,WD - Woodbury,1060,,2009,40,481,294,Sold,,,http://www.redfin.com/CA/Irvine/56-Bijou-92618/home/28932526,CRMLS,OC19118161,N,Y,33.6929075,-117.740464
PAST SALE,August-27-2019,Condo/Co-op,1003 Elmhurst,Irvine,CA,92618,570000,2,2.5,OC - Oak Creek,1183,9999,1999,36,482,266,Sold,,,http://www.redfin.com/CA/Irvine/1003-Elmhurst-92618/home/5793378,CRMLS,OC19147864,N,Y,33.6680242,-117.7819243
PAST SALE,August-27-2019,Condo/Co-op,92 Danbury Ln,Irvine,CA,92618,820000,3,2.5,OC - Oak Creek,1500,,1999,36,547,144,Sold,,,http://www.redfin.com/CA/Irvine/92-Danbury-Ln-92618/home/5482737,CRMLS,OC19164388,N,Y,33.6686174,-117.7877274
PAST SALE,August-21-2019,Single Family Residential,49 Nighthawk,Irvine,CA,92604,1280000,5,3,WB - Woodbridge,2729,5459,1976,42,469,91,Sold,,,http://www.redfin.com/CA/Irvine/49-Nighthawk-92604/home/4688324,CRMLS,OC19140305,N,Y,33.6877802,-117.7993377
PAST SALE,August-20-2019,Townhouse,11 Delancy,Irvine,CA,92612,770000,3,3,AA - Airport Area,1878,,2010,43,410,375,Sold,,,http://www.redfin.com/CA/Irvine/11-Delancy-92612/home/40102545,CRMLS,OC19101350,N,Y,33.6755565,-117.8495991
PAST SALE,August-27-2019,Townhouse,124 Schick,Irvine,CA,92614,939877,4,3.5,AA - Airport Area,1860,2000,2019,36,505,284,Sold,,,http://www.redfin.com/CA/Irvine/124-Schick-92614/home/167621269,CRMLS,PW19064139,N,Y,33.6832497,-117.8340735
PAST SALE,August-19-2019,Condo/Co-op,136 Catalyst,Irvine,CA,92618,975000,3,3,GP - Great Park,3036,3036,2019,44,321,217,Sold,,,http://www.redfin.com/CA/Irvine/136-Catalyst-92618/home/146779380,CRMLS,CV19059000,N,Y,33.6807,-117.737
PAST SALE,,Single Family Residential,9 Amberwood,Irvine,CA,92604,512500,2,1,,925,2680,1975,,554,,,,,http://www.redfin.com/CA/Irvine/9-Amberwood-92604/home/4684025,,,N,Y,33.6838815,-117.7765623
PAST SALE,July-22-2019,Condo/Co-op,11 Lago Sud #12,Irvine,CA,92612,600000,2,2,SJ - Rancho San Joaquin,1463,2178,1975,72,410,485,Sold,,,http://www.redfin.com/CA/Irvine/11-Lago-Sud-92612/unit-12/home/5441453,CRMLS,PW19000095,N,Y,33.6581479,-117.8332708
PAST SALE,July-25-2019,Townhouse,36 Apple Vly,Irvine,CA,92602,749000,3,2,NK - Northpark,1402,2640,1999,69,534,320,Sold,,,http://www.redfin.com/CA/Irvine/36-Apple-Vly-92602/home/5770882,CRMLS,OC19129321,N,Y,33.7325917,-117.7704028
PAST SALE,,Single Family Residential,12 Partridge,Irvine,CA,92604,550000,4,3,,2417,4050,1976,,228,,,,,http://www.redfin.com/CA/Irvine/12-Partridge-92604/home/4685580,,,N,Y,33.6825,-117.8033222
PAST SALE,August-27-2019,Condo/Co-op,3141 Michelson Dr #1503,Irvine,CA,92612,599000,2,2,AA - Airport Area,1330,,2006,36,450,1045,Sold,,,http://www.redfin.com/CA/Irvine/3141-Michelson-Dr-92612/unit-1503/home/7211420,CRMLS,WS19173248,N,Y,33.6738891,-117.843362
PAST SALE,August-23-2019,Condo/Co-op,136 Excursion,Irvine,CA,92618,780000,3,2.5,PS - Portola Springs,1640,,2016,40,476,232,Sold,,,http://www.redfin.com/CA/Irvine/136-Excursion-92618/home/143915106,CRMLS,PW19161586,N,Y,33.6892516,-117.7141669
PAST SALE,August-20-2019,Condo/Co-op,79 Diamond,Irvine,CA,92620,972888,3,2.5,STG - Stonegate,1880,2000,2011,43,517,110,Sold,,,http://www.redfin.com/CA/Irvine/79-Diamond-92620/home/45376421,CRMLS,OC19149687,N,Y,33.7039685,-117.7357109
PAST SALE,July-10-2019,Townhouse,3206 Carrotwood Dr,Tustin,CA,92782,753200,3,2.5,CG - Columbus Grove,1768,2000,2007,84,426,406,Sold,,,http://www.redfin.com/CA/Tustin/3206-Carrotwood-Dr-92782/home/17470762,CRMLS,PW19131479,N,Y,33.6956507,-117.8101044
PAST SALE,July-30-2019,Single Family Residential,7 Salvo,Irvine,CA,92606,1550000,6,3.5,WP - Westpark,3646,7658,1997,64,425,49,Sold,,,http://www.redfin.com/CA/Irvine/7-Salvo-92606/home/4629612,CRMLS,OC19049631,N,Y,33.6938568,-117.8055505
PAST SALE,August-6-2019,Single Family Residential,17 Armory Pl,Irvine,CA,92602,780000,3,2.5,WI - West Irvine,1500,3690,1998,57,520,,Sold,,,http://www.redfin.com/CA/Irvine/17-Armory-Pl-92602/home/4792898,CRMLS,SB19162559,N,Y,33.7352322,-117.7733829
PAST SALE,August-6-2019,Single Family Residential,26 Sanderling,Irvine,CA,92604,856200,3,2.5,EC - El Camino Real,1870,3850,1976,57,458,78,Sold,,,http://www.redfin.com/CA/Irvine/26-Sanderling-92604/home/4683593,CRMLS,OC19143416,N,Y,33.6913891,-117.7836735
PAST SALE,August-6-2019,Single Family Residential,11 Aldea,Irvine,CA,92620,1100000,4,2.5,NW - Northwood,2618,5115,1980,57,420,179,Sold,,,http://www.redfin.com/CA/Irvine/11-Aldea-92620/home/4788192,CRMLS,OC19091916,N,Y,33.7212493,-117.7629233
PAST SALE,August-8-2019,Condo/Co-op,2960 Champion Way #2612,Tustin,CA,92782,507000,2,2,89 - Tustin Ranch,1047,,1993,55,484,325,Sold,,,http://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-2612/home/5623271,CRMLS,PW19133214,N,Y,33.7401909,-117.7766827
PAST SALE,September-18-2019,Single Family Residential,14 Three Rivers,Irvine,CA,92602,912000,4,2.5,NK - Northpark,2474,2640,2000,14,369,376,Sold,,,http://www.redfin.com/CA/Irvine/14-Three-Rivers-92602/home/5770748,CRMLS,OC19170701,N,Y,33.732331,-117.771767
PAST SALE,September-17-2019,Townhouse,3 Park Vis,Irvine,CA,92604,715000,2,2.5,WB - Woodbridge,1596,3000,1977,15,448,437,Sold,,,http://www.redfin.com/CA/Irvine/3-Park-Vis-92604/unit-26/home/5469396,CRMLS,PW19141883,N,Y,33.6861618,-117.7972319
PAST SALE,July-11-2019,Single Family Residential,101 Spacial,Irvine,CA,92618,2235772,5,5.5,699 - Not Defined,5416,6953,2019,83,413,295,Sold,,,http://www.redfin.com/CA/Irvine/101-Spacial-92618/home/146170442,CRMLS,PW19010519,N,Y,33.683777,-117.709147
PAST SALE,July-15-2019,Condo/Co-op,103 Vessel,Irvine,CA,92618,1150880,4,4,PS - Portola Springs,2408,2886,2018,79,478,134,Sold,,,http://www.redfin.com/CA/Irvine/103-Vessel-92618/home/146840972,CRMLS,EV18128038,N,Y,33.690303,-117.705835
PAST SALE,July-17-2019,Single Family Residential,53 Mare,Irvine,CA,92618,2810000,5,5.5,699 - Not Defined,5561,6674,2019,77,505,295,Sold,,,http://www.redfin.com/CA/Irvine/53-Mare-92679/home/162214136,CRMLS,PW19081024,N,Y,33.6855963,-117.7097427
PAST SALE,July-31-2019,Single Family Residential,53 Harlow,Irvine,CA,92618,1500000,4,4,699 - Not Defined,3206,5740,2018,63,468,297,Sold,,,http://www.redfin.com/CA/Irvine/53-Harlow-Unknown/home/147002418,CRMLS,CV18248585,N,Y,33.6812,-117.714
PAST SALE,July-31-2019,Single Family Residential,40 Shaman,Irvine,CA,92618,1272500,4,4.5,PS - Portola Springs,2933,7536,2009,63,434,134,Sold,,,http://www.redfin.com/CA/Irvine/40-Shaman-92618/home/7203807,CRMLS,OC19111255,N,Y,33.7012127,-117.7202475
PAST SALE,August-16-2019,Condo/Co-op,183 Excursion,Irvine,CA,92618,600000,2,2,PS - Portola Springs,1178,,2016,47,509,348,Sold,,,http://www.redfin.com/CA/Irvine/183-Excursion-92618/home/108422957,CRMLS,OC19073119,N,Y,33.687641,-117.715963
PAST SALE,,Condo/Co-op,100 Nature Walk,Irvine,CA,92618,600500,2,2,,1131,,,,531,,,,,http://www.redfin.com/CA/Irvine/100-Nature-Walk-92618/home/167401102,,,N,Y,33.6878794,-117.7124318
PAST SALE,September-13-2019,Single Family Residential,15 Entrada W,Irvine,CA,92620,830000,3,2,NW - Northwood,1323,6741,1979,19,627,115,Sold,,,http://www.redfin.com/CA/Irvine/15-Entrada-W-92620/home/4785773,CRMLS,OC19191881,N,Y,33.7189951,-117.7548453
PAST SALE,August-29-2019,Single Family Residential,56 Owl Ln,Irvine,CA,92618,2120000,5,5.25,699 - Not Defined,4950,6240,2019,34,428,296,Sold,,,http://www.redfin.com/CA/Irvine/56-Owl-Ln-92618/home/146796250,CRMLS,PW19043757,N,Y,33.68053,-117.70512
PAST SALE,August-29-2019,Condo/Co-op,116 Mongoose,Irvine,CA,92618,1030000,4,3,GP - Great Park,2342,100,2016,34,440,215,Sold,,,http://www.redfin.com/CA/Irvine/116-Mongoose-92618/home/143914832,CRMLS,OC19165762,N,Y,33.6859543,-117.7381816
PAST SALE,September-27-2019,Single Family Residential,116 Spectacle,Irvine,CA,92618,870000,3,2.75,GP - Great Park,2330,2450,2018,5,373,215,Sold,,,http://www.redfin.com/CA/Irvine/116-Spectacle-92618/home/145959062,CRMLS,EV19159709,N,Y,33.682448,-117.721918
PAST SALE,September-27-2019,Single Family Residential,125 Spiral,Irvine,CA,92618,1088000,4,3.5,699 - Not Defined,2826,3071,2019,5,385,215,Sold,,,http://www.redfin.com/CA/Irvine/125-Spiral-92618/home/160414198,CRMLS,CV19109918,N,Y,33.6839,-117.725
PAST SALE,September-23-2019,Single Family Residential,41 Arnold Way,Irvine,CA,92602,950000,5,3,WI - West Irvine,2300,3402,1998,9,413,,Sold,,,http://www.redfin.com/CA/Irvine/41-Arnold-Way-92602/home/4793074,CRMLS,OC19196680,N,Y,33.7365853,-117.7727874
PAST SALE,,Condo/Co-op,128 Canyoncrest,Irvine,CA,92603,1050000,4,3,,1570,,,,669,,,,,http://www.redfin.com/CA/Irvine/128-Canyoncrest-92603/home/5943184,,,N,Y,33.6224667,-117.8212547
PAST SALE,September-23-2019,Condo/Co-op,336 Floral Vw,Irvine,CA,92618,625000,2,2.5,CV - Cypress Village,1234,,2017,9,506,345,Sold,,,http://www.redfin.com/CA/Irvine/336-Floral-Vw-92618/home/167403896,CRMLS,OC19195091,N,Y,33.6812122,-117.7451511
PAST SALE,,Condo/Co-op,48 Great Lawn,Irvine,CA,92620,845000,3,3.5,,2143,,,,394,,,,,http://www.redfin.com/CA/Irvine/48-Great-Lawn-92620/home/7214646,,,N,Y,33.6981909,-117.7548125
PAST SALE,September-25-2019,Condo/Co-op,39 Serenity,Irvine,CA,92618,935000,4,2.5,WD - Woodbury,1904,3500,2010,7,491,135,Sold,,,http://www.redfin.com/CA/Irvine/39-Serenity-92618/home/40099563,CRMLS,OC19076574,N,Y,33.6925946,-117.7418959
PAST SALE,July-31-2019,Single Family Residential,94 Saint James,Irvine,CA,92606,615500,2,2.5,WN - Walnut (Irvine),1300,43,2001,63,473,180,Sold,,,http://www.redfin.com/CA/Irvine/94-St-James-92606/unit-81/home/5918160,CRMLS,OC19078911,N,Y,33.7059522,-117.8001327
PAST SALE,September-3-2019,Single Family Residential,74 Royal Victoria,Irvine,CA,92606,745000,3,2.5,WN - Walnut (Irvine),1650,3500,2002,29,452,180,Sold,,,http://www.redfin.com/CA/Irvine/74-Royal-Victoria-92606/home/5918220,CRMLS,OC19161042,N,Y,33.7045437,-117.7999114
PAST SALE,July-5-2019,Townhouse,25 Crestline #97,Irvine,CA,92602,649000,3,2.5,WI - West Irvine,1368,,2001,89,474,226,Sold,,,http://www.redfin.com/CA/Irvine/25-Crestline-92602/unit-97/home/5917112,CRMLS,PW19117973,N,Y,33.7303927,-117.7793391
PAST SALE,September-4-2019,Condo/Co-op,61 Sapphire,Irvine,CA,92602,672000,3,2.5,WI - West Irvine,1500,,2001,28,448,255,Sold,,,http://www.redfin.com/CA/Irvine/61-Sapphire-92602/home/5885093,CRMLS,PW19163878,N,Y,33.7293989,-117.7773775
