SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-28-2018,Townhouse,20 Palmieri Aisle,Irvine,CA,92606,590000,2,2.5,WP - Westpark,1347,,1993,632,438,409,Sold,,,http://www.redfin.com/CA/Irvine/20-Palmieri-Aisle-92606/home/5590537,CRMLS,OC18125198,N,Y,33.686967,-117.8194641
PAST SALE,June-21-2019,Townhouse,96 Townsend,Irvine,CA,92620,799000,3,3.0,WD - Woodbury,2026,,2004,274,394,325,Sold,,,http://www.redfin.com/CA/Irvine/96-Townsend-92620/home/17473982,CRMLS,OC19073863,N,Y,33.7016912,-117.7483128
PAST SALE,December-2-2019,Condo/Co-op,143 Full Sun,Irvine,CA,92618,780000,3,3.0,CV - Cypress Village,1606,,2017,110,486,362,Sold,,,http://www.redfin.com/CA/Irvine/143-Full-Sun-92618/home/169485929,CRMLS,OC19177372,N,Y,33.6818591,-117.7450818
PAST SALE,August-22-2013,Single Family Residential,21 Acacia Tree Ln,Irvine,CA,92612,786000,3,2.5,UP - University Park,2284,3049,1969,2403,344,229,Sold,,,http://www.redfin.com/CA/Irvine/21-Acacia-Tree-Ln-92612/home/4704566,CRMLS,OC13141072,N,Y,33.6609369,-117.81535
PAST SALE,June-6-2014,Single Family Residential,25 Seedling,Irvine,CA,92618,775000,3,2.5,PS - Portola Springs,1871,3485,2012,2115,414,134,Sold,,,http://www.redfin.com/CA/Irvine/25-Seedling-92618/home/45378187,CRMLS,OC14046851,N,Y,33.7042623,-117.7263643
PAST SALE,April-18-2019,Condo/Co-op,174 Rose Arch,Irvine,CA,92620,629000,2,2.0,CV - Cypress Village,1297,,2015,338,485,328,Sold,,,http://www.redfin.com/CA/Irvine/174-Rose-Arch-92620/home/112728123,CRMLS,OC19047951,N,Y,33.6825532,-117.7607869
PAST SALE,October-8-2019,Single Family Residential,4371 Bermuda Cir,Irvine,CA,92604,780000,2,2.0,EC - El Camino Real,1192,7800,1971,165,654,65,Sold,,,http://www.redfin.com/CA/Irvine/4371-Bermuda-Cir-92604/home/4666055,CRMLS,OC19156396,N,Y,33.7010749,-117.7829406
PAST SALE,May-18-2018,Condo/Co-op,162 Follyhatch,Irvine,CA,92618,820000,3,2.0,GP - Great Park,2076,,2017,673,395,395,Sold,,,http://www.redfin.com/CA/Irvine/162-Follyhatch-92618/home/145304905,CRMLS,OC18083292,N,Y,33.6894368,-117.7372621
PAST SALE,August-2-2018,Condo/Co-op,64 Overbrook,Irvine,CA,92620,566000,1,1.5,STG - Stonegate,1129,,2013,597,501,310,Sold,,,http://www.redfin.com/CA/Irvine/64-Overbrook-92620/home/58555574,CRMLS,OC18141717,N,Y,33.705173,-117.7470756
PAST SALE,September-19-2019,Single Family Residential,106 Orchard,Irvine,CA,92618,710000,3,2.0,OT - Orangetree,1445,2988,1977,184,491,176,Sold,,,http://www.redfin.com/CA/Irvine/106-Orchard-92618/home/4746195,CRMLS,OC19162685,N,Y,33.6709162,-117.7705029
PAST SALE,January-4-2017,Condo/Co-op,181 Oval Rd,Irvine,CA,92604,445000,2,2.0,EC - El Camino Real,1048,,1972,1172,425,325,Sold,,,http://www.redfin.com/CA/Irvine/181-Oval-Rd-92604/unit-1/home/5345057,CRMLS,OC16749465,N,Y,33.6924385,-117.7734936
PAST SALE,March-26-2012,Condo/Co-op,107 ALHAMBRA #38,Irvine,CA,92620,470000,3,2.5,WD - Woodbury,1285,,2006,2917,366,203,Sold,,,http://www.redfin.com/CA/Irvine/107-Alhambra-92620/unit-38/home/12252723,CRMLS,S681844,N,Y,33.6964987,-117.7529744
PAST SALE,August-29-2016,Condo/Co-op,19 Edgestone #133,Irvine,CA,92606,620000,3,2.0,WN - Walnut (Irvine),1096,,1984,1300,566,250,Sold,,,http://www.redfin.com/CA/Irvine/19-Edgestone-92606/unit-133/home/5201835,CRMLS,OC16164852,N,Y,33.6992947,-117.7970477
PAST SALE,September-17-2015,Townhouse,2953 BALLESTEROS Ln,Tustin,CA,92782,515000,3,2.25,89 - Tustin Ranch,1370,1370,1993,1647,376,360,Sold,,,http://www.redfin.com/CA/Tustin/2953-Ballesteros-Ln-92782/home/5430611,CRMLS,OC15161863,N,Y,33.7347741,-117.7819077
PAST SALE,November-9-2017,Condo/Co-op,3 Crivelli Aisle,Irvine,CA,92606,563000,2,2.0,WP - Westpark,1377,,1994,863,409,409,Sold,,,http://www.redfin.com/CA/Irvine/3-Crivelli-Aisle-92606/home/5589946,CRMLS,OC17228911,N,Y,33.6868749,-117.8181556
PAST SALE,May-2-2019,Condo/Co-op,7 Denver #83,Irvine,CA,92604,530000,2,2.5,EC - El Camino Real,1069,,1977,324,496,235,Sold,,,http://www.redfin.com/CA/Irvine/7-Denver-92604/unit-83/home/5473851,CRMLS,OC19052147,N,Y,33.6981715,-117.7756782
PAST SALE,May-17-2019,Condo/Co-op,3 Misty Run,Irvine,CA,92614,808888,4,3.0,WB - Woodbridge,1843,,1981,309,439,396,Sold,,,http://www.redfin.com/CA/Irvine/3-Misty-Run-92614/unit-131/home/5641733,CRMLS,OC19088620,N,Y,33.667783,-117.811549
PAST SALE,July-25-2018,Condo/Co-op,59 Bell Chime,Irvine,CA,92618,740000,3,2.5,PS - Portola Springs,1600,,2006,605,463,211,Sold,,,http://www.redfin.com/CA/Irvine/59-Bell-Chime-92618/home/12256424,CRMLS,OC18068718,N,Y,33.6974097,-117.7179376
PAST SALE,December-2-2019,Condo/Co-op,22196 Caminito Arroyo Seco #88,Laguna Hills,CA,92653,476975,3,2.0,S2 - Laguna Hills,1368,,1981,110,349,420,Sold,,,http://www.redfin.com/CA/Laguna-Hills/22196-Caminito-Arroyo-Seco-92653/unit-88/home/5634461,CRMLS,OC19207745,N,Y,33.6255037,-117.741462
PAST SALE,July-17-2018,Single Family Residential,3812 Scottsdale Dr,Irvine,CA,92606,1000000,4,2.5,WN - Walnut (Irvine),2300,5000,1973,613,435,62,Sold,,,http://www.redfin.com/CA/Irvine/3812-Scottsdale-Dr-92606/home/4672477,CRMLS,OC18149441,N,Y,33.7096011,-117.7869713
PAST SALE,February-24-2017,Townhouse,1 Clover #27,Irvine,CA,92604,610000,2,2.0,WB - Woodbridge,1120,,1976,1121,545,413,Sold,,,http://www.redfin.com/CA/Irvine/1-Clover-92604/unit-27/home/141507802,CRMLS,OC17001591,N,Y,33.681871,-117.8004159
PAST SALE,August-7-2014,Condo/Co-op,402 Silk Tree,Irvine,CA,92606,475000,2,2.25,CG - Columbus Grove,1209,,2007,2053,393,399,Sold,,,http://www.redfin.com/CA/Irvine/402-Silk-Tree-92606/home/17473976,CRMLS,OC14130363,N,Y,33.6920947,-117.8187085
PAST SALE,July-23-2018,Condo/Co-op,79 Bay Laurel,Irvine,CA,92618,730000,3,3.5,CV - Cypress Village,1541,,2016,607,474,331,Sold,,,http://www.redfin.com/CA/Irvine/79-Bay-Laurel-92618/home/108509711,CRMLS,OC18138723,N,Y,33.6823936,-117.7571237
PAST SALE,May-9-2018,Townhouse,2908 Player Ln,Tustin,CA,92782,692500,4,2.5,89 - Tustin Ranch,1865,,1998,682,371,329,Sold,,,http://www.redfin.com/CA/Tustin/2908-Player-Ln-92782/home/5431195,CRMLS,OC18046514,N,Y,33.7355755,-117.7820413
PAST SALE,April-5-2017,Condo/Co-op,70 Elksford Ave,Irvine,CA,92604,460000,2,2.0,EC - El Camino Real,1048,,1972,1081,439,335,Sold,,,http://www.redfin.com/CA/Irvine/70-Elksford-Ave-92604/unit-1/home/5345008,CRMLS,OC17048091,N,Y,33.6924385,-117.7734936
PAST SALE,January-10-2020,Single Family Residential,4791 Karen Ann Ln,Irvine,CA,92604,855000,4,2.0,EC - El Camino Real,1752,5599,1971,71,488,,Sold,,,http://www.redfin.com/CA/Irvine/4791-Karen-Ann-Ln-92604/home/4666294,CRMLS,OC19272444,N,Y,33.696007,-117.7782686
PAST SALE,March-1-2018,Single Family Residential,7 Delano,Irvine,CA,92602,1378000,5,5.0,NK - Northpark,3614,5000,2003,751,381,110,Sold,,,http://www.redfin.com/CA/Irvine/7-Delano-92602/home/5859356,CRMLS,OC17177325,N,Y,33.7218313,-117.7729551
PAST SALE,June-28-2019,Townhouse,11 Cattail #6,Irvine,CA,92604,656000,3,2.5,EC - El Camino Real,1561,1742,1978,267,420,428,Sold,,,http://www.redfin.com/CA/Irvine/11-Cattail-92604/unit-6/home/5444090,CRMLS,OC19113136,N,Y,33.6941181,-117.7875383
PAST SALE,June-26-2019,Condo/Co-op,39 Splendor,Irvine,CA,92618,930000,4,3.0,WD - Woodbury,1904,,2010,269,488,134,Sold,,,http://www.redfin.com/CA/Irvine/39-Splendor-92618/home/28932553,CRMLS,OC19093467,N,Y,33.6900069,-117.7449195
PAST SALE,May-22-2018,Single Family Residential,3651 Claremont St,Irvine,CA,92614,830000,4,2.5,WP - Westpark,1783,5100,1969,669,466,75,Sold,,,http://www.redfin.com/CA/Irvine/3651-Claremont-St-92614/home/4656155,CRMLS,OC18063549,N,Y,33.6724259,-117.8278229
PAST SALE,February-21-2019,Single Family Residential,3861 Blackthorn St,Irvine,CA,92606,975000,4,2.5,WN - Walnut (Irvine),2621,5400,1972,394,372,50,Sold,,,http://www.redfin.com/CA/Irvine/3861-Blackthorn-St-92606/home/4674161,CRMLS,OC18285953,N,Y,33.7011072,-117.7943792
PAST SALE,May-10-2017,Condo/Co-op,249 Lockford,Irvine,CA,92602,672000,3,2.0,NK - Northpark,1893,,2003,1046,355,346,Sold,,,http://www.redfin.com/CA/Irvine/249-Lockford-92602/home/5920162,CRMLS,OC17066697,N,Y,33.7361756,-117.7667728
PAST SALE,August-13-2019,Single Family Residential,32 Honeyrose,Irvine,CA,92620,1100000,3,2.5,WD - Woodbury,2364,3520,2009,221,465,125,Sold,,,http://www.redfin.com/CA/Irvine/32-Honeyrose-92620/home/7203437,CRMLS,OC19161558,N,Y,33.6885543,-117.7480806
PAST SALE,May-25-2018,Condo/Co-op,14 Windjammer #6,Irvine,CA,92614,499990,2,2.0,WB - Woodbridge,1000,,1980,666,500,394,Sold,,,http://www.redfin.com/CA/Irvine/14-Windjammer-92614/unit-6/home/5590820,CRMLS,OC18096710,N,Y,33.6778474,-117.8136346
PAST SALE,February-8-2019,Townhouse,166 Fixie,Irvine,CA,92618,756000,3,3.5,GP - Great Park,2075,,2017,407,364,408,Sold,,,http://www.redfin.com/CA/Irvine/166-Fixie-92618/home/146415952,CRMLS,OC18273005,N,Y,33.6902498,-117.7341505
PAST SALE,August-17-2018,Condo/Co-op,100 Alicante Aisle #142,Irvine,CA,92614,505000,2,2.0,WP - Westpark,871,,1988,582,580,289,Sold,,,http://www.redfin.com/CA/Irvine/100-Alicante-Aisle-92614/unit-142/home/5587940,CRMLS,OC18173476,N,Y,33.6853274,-117.8284151
PAST SALE,April-20-2016,Condo/Co-op,94 Costa Brava,Irvine,CA,92620,681000,3,3.5,WD - Woodbury,1774,,2010,1431,384,305,Sold,,,http://www.redfin.com/CA/Irvine/94-Costa-Brava-92620/home/40103499,CRMLS,OC16034513,N,Y,33.6987703,-117.7453532
PAST SALE,December-29-2015,Condo/Co-op,67 Oxford,Irvine,CA,92612,427900,2,1.0,UT - University Town Center,948,,1981,1544,451,281,Sold,,,http://www.redfin.com/CA/Irvine/67-Oxford-92612/unit-8/home/5678143,CRMLS,OC15235299,N,Y,33.6512501,-117.8275413
PAST SALE,May-30-2018,Condo/Co-op,194 Capricorn,Irvine,CA,92618,640000,2,2.0,PS - Portola Springs,1178,,2015,661,543,329,Sold,,,http://www.redfin.com/CA/Irvine/194-Capricorn-92618/home/112728062,CRMLS,OC18077079,N,Y,33.7001825,-117.7309671
PAST SALE,November-20-2019,Condo/Co-op,5056 Avenida Del Sol,Laguna Woods,CA,92637,757500,2,2.0,LW - Laguna Woods,1304,,1973,122,581,620,Sold,,,http://www.redfin.com/CA/Laguna-Woods/5056-Avenida-Del-Sol-92637/home/5361404,CRMLS,OC19179828,N,Y,33.6178003,-117.7474393
PAST SALE,September-28-2017,Condo/Co-op,104 Sarabande,Irvine,CA,92620,619900,2,2.5,WD - Woodbury,1364,1000,2006,905,454,285,Sold,,,http://www.redfin.com/CA/Irvine/104-Sarabande-92620/home/12257227,CRMLS,OC17199238,N,Y,33.6958766,-117.7520525
PAST SALE,August-25-2014,Condo/Co-op,23 Carnation,Irvine,CA,92618,615000,3,3.0,OC - Oak Creek,1525,1000,2001,2035,403,312,Sold,,,http://www.redfin.com/CA/Irvine/23-Carnation-92618/home/5841650,CRMLS,OC14122791,N,Y,33.6641689,-117.7879045
PAST SALE,July-10-2013,Single Family Residential,7 Buchanan,Irvine,CA,92620,720000,3,2.0,NW - Northwood,1538,4792,1985,2446,468,75,Sold,,,http://www.redfin.com/CA/Irvine/7-Buchanan-92620/home/4783332,CRMLS,OC13113204,N,Y,33.7074374,-117.776247
PAST SALE,August-30-2018,Condo/Co-op,88 Bronze Leaf,Irvine,CA,92620,600000,2,2.5,CV - Cypress Village,1172,,2015,569,512,331,Sold,,,http://www.redfin.com/CA/Irvine/88-Bronze-Leaf-92620/home/112722216,CRMLS,OC18174921,N,Y,33.6816719,-117.7551814
PAST SALE,May-4-2016,Condo/Co-op,85 Waterman,Irvine,CA,92602,589000,2,2.5,WI - West Irvine,1220,,2002,1417,483,182,Sold,,,http://www.redfin.com/CA/Irvine/85-Waterman-92602/home/5916988,CRMLS,OC16061557,N,Y,33.7323035,-117.7769603
PAST SALE,February-24-2014,Single Family Residential,7 Prosa,Irvine,CA,92620,810000,3,2.5,NW - Northwood,1915,4356,1979,2217,423,85,Sold,,,http://www.redfin.com/CA/Irvine/7-Prosa-92620/home/4786076,CRMLS,OC14011321,N,Y,33.7160765,-117.7556103
PAST SALE,August-11-2011,Condo/Co-op,7 SUMMER BREEZE,Irvine,CA,92603,500000,3,2.5,TR - Turtle Rock,1740,,1981,3145,287,300,Sold,,,http://www.redfin.com/CA/Irvine/7-Summer-Breeze-92603/unit-48/home/5618864,CRMLS,S643939,N,Y,33.6331172,-117.7982284
PAST SALE,June-19-2018,Condo/Co-op,2960 Champion Way #1010,Tustin,CA,92782,375000,1,1.0,89 - Tustin Ranch,791,,1992,641,474,325,Sold,,,http://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-1010/home/5622375,CRMLS,OC18058505,N,Y,33.7401909,-117.7766827
PAST SALE,May-28-2019,Condo/Co-op,17 Springwater #63,Irvine,CA,92604,760000,3,2.5,WB - Woodbridge,1653,,1980,298,460,328,Sold,,,http://www.redfin.com/CA/Irvine/17-Springwater-92604/unit-63/home/5626804,CRMLS,OC19033624,N,Y,33.6775639,-117.7952926
PAST SALE,June-9-2015,Single Family Residential,32 Daphne,Irvine,CA,92606,945000,3,2.5,CG - Columbus Grove,2400,3672,2008,1747,394,160,Sold,,,http://www.redfin.com/CA/Irvine/32-Daphne-92606/home/7212996,CRMLS,OC15093943,N,Y,33.6935551,-117.8179772
PAST SALE,July-2-2019,Single Family Residential,3581 Myrtle St,Irvine,CA,92606,975000,4,3.0,WN - Walnut (Irvine),2277,5300,1973,263,428,50,Sold,,,http://www.redfin.com/CA/Irvine/3581-Myrtle-St-92606/home/4675297,CRMLS,OC19124213,N,Y,33.7042586,-117.7975057
PAST SALE,June-1-2017,Condo/Co-op,320 Quail Rdg,Irvine,CA,92603,600000,2,2.0,QH - Quail Hill,1532,,2005,1024,392,202,Sold,,,http://www.redfin.com/CA/Irvine/320-Quail-Rdg-92603/home/5982251,CRMLS,OC17074737,N,Y,33.6520491,-117.7731376
PAST SALE,January-14-2016,Condo/Co-op,17 Honeydew,Irvine,CA,92603,890888,3,3.0,QH - Quail Hill,1787,3000,2004,1528,499,160,Sold,,,http://www.redfin.com/CA/Irvine/17-Honeydew-92603/home/5945780,CRMLS,OC15240183,N,Y,33.6470515,-117.7774555
PAST SALE,March-4-2020,Condo/Co-op,52 Marbella Aisle #26,Irvine,CA,92614,563000,2,2.0,WP - Westpark,1083,,1987,17,520,309,Sold,,,http://www.redfin.com/CA/Irvine/52-Marbella-Aisle-92614/unit-26/home/5587340,CRMLS,OC20025310,N,Y,33.6845925,-117.8273248
PAST SALE,February-24-2017,Condo/Co-op,66 White Sage,Irvine,CA,92618,790000,3,2.5,PS - Portola Springs,1937,,2007,1121,408,251,Sold,,,http://www.redfin.com/CA/Irvine/66-White-Sage-92618/home/12256300,CRMLS,OC16740796,N,Y,33.6973013,-117.718346
PAST SALE,September-28-2018,Single Family Residential,4901 Royce Rd,Irvine,CA,92612,1215000,4,3.0,UP - University Park,2275,6300,1975,540,534,158,Sold,,,http://www.redfin.com/CA/Irvine/4901-Royce-Rd-92612/home/4708326,CRMLS,OC18182040,N,Y,33.6591363,-117.8114971
PAST SALE,August-20-2018,Townhouse,121 Roadrunner,Irvine,CA,92603,870000,2,2.0,TRG - Turtle Ridge,1610,,2004,579,540,275,Sold,,,http://www.redfin.com/CA/Irvine/121-Roadrunner-92603/home/5944162,CRMLS,OC18184655,N,Y,33.6257537,-117.8281241
PAST SALE,April-30-2018,Single Family Residential,3671 Provincetown Ave,Irvine,CA,92606,1020000,5,3.0,WN - Walnut (Irvine),2666,5600,1970,691,383,62,Sold,,,http://www.redfin.com/CA/Irvine/3671-Provincetown-Ave-92606/home/4664258,CRMLS,OC18099905,N,Y,33.7091595,-117.7907729
PAST SALE,December-19-2019,Single Family Residential,20 Grant,Irvine,CA,92620,1098888,5,2.5,NW - Northwood,2453,4800,1979,93,448,,Sold,,,http://www.redfin.com/CA/Irvine/20-Grant-92620/home/4778992,CRMLS,OC19204980,N,Y,33.7064192,-117.7692448
PAST SALE,March-19-2020,Condo/Co-op,17 Wildbrook,Irvine,CA,92614,645000,2,2.0,WB - Woodbridge,1491,,1980,2,433,555,Sold,,,http://www.redfin.com/CA/Irvine/17-Wildbrook-92614/home/5618419,CRMLS,OC20044533,N,Y,33.6752055,-117.8138692
PAST SALE,November-15-2019,Condo/Co-op,2111 Apricot Dr #2111,Irvine,CA,92618,432000,2,2.0,699 - Not Defined,1108,1108,1979,127,390,457,Sold,,,http://www.redfin.com/CA/Irvine/2111-Apricot-Dr-92618/unit-2111/home/5259620,CRMLS,OC19195422,N,Y,33.6694403,-117.7751102
PAST SALE,July-12-2019,Townhouse,476 E Yale Loop #17,Irvine,CA,92614,918000,4,3.0,WB - Woodbridge,2371,2614,1984,253,387,467,Sold,,,http://www.redfin.com/CA/Irvine/476-E-Yale-Loop-92614/unit-17/home/5668928,CRMLS,OC19098465,N,Y,33.6671846,-117.8002621
PAST SALE,July-22-2015,Condo/Co-op,19 Trailing Vine,Irvine,CA,92602,569000,3,2.5,NW - Northwood,1500,,2005,1704,379,306,Sold,,,http://www.redfin.com/CA/Irvine/19-Trailing-Vine-92602/home/12253504,CRMLS,OC15085703,N,Y,33.7119574,-117.7810883
PAST SALE,June-11-2018,Condo/Co-op,215 Firefly,Irvine,CA,92618,992500,4,4.0,PS - Portola Springs,2413,,2015,649,411,210,Sold,,,http://www.redfin.com/CA/Irvine/215-Firefly-92618/home/58555820,CRMLS,OC18056478,N,Y,33.6984516,-117.7147926
PAST SALE,January-3-2020,Condo/Co-op,120 Lakepines,Irvine,CA,92620,382500,1,1.0,NW - Northwood,934,764,1978,78,410,375,Sold,,,http://www.redfin.com/CA/Irvine/120-Lakepines-92620/home/4787930,CRMLS,OC19232865,N,Y,33.715636,-117.757897
PAST SALE,August-21-2015,Condo/Co-op,32 Calypso,Irvine,CA,92618,450000,2,1.5,WD - Woodbury,1060,,2011,1674,425,294,Sold,,,http://www.redfin.com/CA/Irvine/32-Calypso-92618/home/40103287,CRMLS,OC15156053,N,Y,33.6927323,-117.7410425
PAST SALE,May-22-2018,Single Family Residential,2 Jefferson,Irvine,CA,92620,674000,2,2.0,NW - Northwood,948,4050,1985,669,711,100,Sold,,,http://www.redfin.com/CA/Irvine/2-Jefferson-92620/home/4782969,CRMLS,OC18083353,N,Y,33.7073001,-117.7740284
PAST SALE,March-26-2019,Condo/Co-op,11025 Alderman Ave,Tustin,CA,92782,540000,2,2.0,89 - Tustin Ranch,1229,,1994,361,439,324,Sold,,,http://www.redfin.com/CA/Tustin/11025-Alderman-Ave-92782/home/5628043,CRMLS,OC19040884,N,Y,33.756072,-117.766309
PAST SALE,June-1-2011,Condo/Co-op,2 PEPPERCORN,Irvine,CA,92603,670000,3,2.5,QH - Quail Hill,1885,2000,2003,3216,355,222,Sold,,,http://www.redfin.com/CA/Irvine/2-Peppercorn-92603/home/5944487,CRMLS,S643288,N,Y,33.646262,-117.7755203
PAST SALE,November-24-2015,Single Family Residential,109 Lakepines,Irvine,CA,92620,315000,1,1.0,NW - Northwood,934,834,1977,1579,337,347,Sold,,,http://www.redfin.com/CA/Irvine/109-Lakepines-92620/home/4787942,CRMLS,OC15216469,N,Y,33.716133,-117.757907
PAST SALE,July-8-2016,Single Family Residential,54 Acorn Gln,Irvine,CA,92620,1220000,4,2.5,CV - Cypress Village,2547,3441,2014,1352,479,135,Sold,,,http://www.redfin.com/CA/Irvine/54-Acorn-Gln-92620/home/58551890,CRMLS,OC16094889,N,Y,33.6888644,-117.7547691
PAST SALE,September-30-2013,Single Family Residential,18 Riveroaks,Irvine,CA,92602,940000,3,2.5,NK - Northpark,2200,5824,2002,2364,427,217,Sold,,,http://www.redfin.com/CA/Irvine/18-Riveroaks-92602/home/5858536,CRMLS,OC13164221,N,Y,33.7210797,-117.7818413
PAST SALE,March-22-2016,Condo/Co-op,28 Bell Chime,Irvine,CA,92618,734000,3,2.5,PS - Portola Springs,2023,,2010,1460,363,251,Sold,,,http://www.redfin.com/CA/Irvine/28-Bell-Chime-92618/home/28933354,CRMLS,OC16028582,N,Y,33.6981297,-117.7195831
PAST SALE,January-4-2019,Townhouse,12 Rainbow Lk,Irvine,CA,92614,925000,3,2.5,WB - Woodbridge,2320,,1985,442,399,361,Sold,,,http://www.redfin.com/CA/Irvine/12-Rainbow-Lk-92614/unit-2/home/5669222,CRMLS,OC18241384,N,Y,33.6682117,-117.8032164
PAST SALE,February-14-2020,Condo/Co-op,22212 Caminito Tasquillo #201,Laguna Hills,CA,92653,537000,3,2.5,S2 - Laguna Hills,1442,,1986,36,372,420,Sold,,,http://www.redfin.com/CA/Laguna-Hills/22212-Caminito-Tasquillo-92653/unit-201/home/5634994,CRMLS,OC20006052,N,Y,33.6255037,-117.741462
PAST SALE,July-25-2016,Condo/Co-op,49 Mission Bell,Irvine,CA,92620,623000,2,2.0,WD - Woodbury,1545,,2013,1335,403,317,Sold,,,http://www.redfin.com/CA/Irvine/49-Mission-Bell-92620/home/58557217,CRMLS,OC16119218,N,Y,33.6971379,-117.7466718
PAST SALE,May-1-2017,Condo/Co-op,97 Rinaldi,Irvine,CA,92620,743878,3,2.5,WD - Woodbury,1971,,2004,1055,377,290,Sold,,,http://www.redfin.com/CA/Irvine/97-Rinaldi-92620/home/12257346,CRMLS,OC17043815,N,Y,33.7000006,-117.7492871
PAST SALE,November-28-2018,Condo/Co-op,72 Full Moon,Irvine,CA,92618,527000,2,1.5,PS - Portola Springs,1076,,2007,479,490,326,Sold,,,http://www.redfin.com/CA/Irvine/72-Full-Moon-92618/home/12253057,CRMLS,OC18248587,N,Y,33.6958599,-117.7184268
PAST SALE,September-11-2018,Condo/Co-op,116 Clearbrook,Irvine,CA,92614,475000,2,2.0,WB - Woodbridge,970,,1980,557,490,401,Sold,,,http://www.redfin.com/CA/Irvine/116-Clearbrook-92614/unit-5/home/5640723,CRMLS,OC18191503,N,Y,33.6667345,-117.8096674
PAST SALE,October-24-2016,Condo/Co-op,194 Kensington,Irvine,CA,92606,788000,4,3.5,WN - Walnut (Irvine),2083,,2001,1244,378,145,Sold,,,http://www.redfin.com/CA/Irvine/194-Kensington-Park-92606/home/5845893,CRMLS,OC16129966,N,Y,33.7064547,-117.8005695
PAST SALE,January-10-2019,Condo/Co-op,121 Calypso,Irvine,CA,92618,665000,2,2.5,WD - Woodbury,1439,,2009,436,462,294,Sold,,,http://www.redfin.com/CA/Irvine/121-Calypso-92618/home/40103248,CRMLS,OC18225904,N,Y,33.6950042,-117.740162
PAST SALE,June-25-2018,Condo/Co-op,10 Magellan Aisle,Irvine,CA,92620,755000,3,3.0,NW - Northwood,1764,,1989,635,428,188,Sold,,,http://www.redfin.com/CA/Irvine/10-Magellan-Aisle-92620/home/5547101,CRMLS,PW18071158,N,Y,33.6970209,-117.767849
PAST SALE,June-6-2017,Single Family Residential,22 Butler St,Irvine,CA,92612,823000,3,2.0,UP - University Park,1684,5712,1967,1019,489,130,Sold,,,http://www.redfin.com/CA/Irvine/22-Butler-St-92612/home/4698857,CRMLS,OC17060408,N,Y,33.6636372,-117.8233809
PAST SALE,July-31-2018,Single Family Residential,17281 Candleberry,Irvine,CA,92612,750000,3,2.0,UP - University Park,1532,4935,1974,599,490,209,Sold,,,http://www.redfin.com/CA/Irvine/17281-Candleberry-92612/home/4710649,CRMLS,OC18106829,N,Y,33.6629829,-117.803392
PAST SALE,June-24-2016,Single Family Residential,14262 Utrillo Dr,Irvine,CA,92606,685000,3,2.0,WN - Walnut (Irvine),1228,5500,1972,1366,558,55,Sold,,,http://www.redfin.com/CA/Irvine/14262-Utrillo-Dr-92606/home/4671848,CRMLS,OC16112532,N,Y,33.709284,-117.7876126
PAST SALE,February-9-2016,Condo/Co-op,1 Costero Aisle #382,Irvine,CA,92614,419999,2,2.0,WP - Westpark,915,,1988,1502,459,280,Sold,,,http://www.redfin.com/CA/Irvine/1-Costero-Aisle-92614/unit-382/home/5588187,CRMLS,OC16002480,N,Y,33.6853274,-117.8284151
PAST SALE,June-15-2017,Condo/Co-op,83 Glen Arbor #132,Irvine,CA,92602,610000,2,2.5,WI - West Irvine,1211,,2001,1010,504,185,Sold,,,http://www.redfin.com/CA/Irvine/83-Glen-Arbor-92602/unit-132/home/5884701,CRMLS,OC17137292,N,Y,33.732337,-117.7759149
PAST SALE,November-20-2017,Single Family Residential,19 Lewis,Irvine,CA,92620,1180000,4,2.5,NW - Northwood,3172,5027,2001,852,372,,Sold,,,http://www.redfin.com/CA/Irvine/19-Lewis-92620/home/4780088,CRMLS,OC17156765,N,Y,33.7030358,-117.7679164
PAST SALE,June-5-2015,Townhouse,631 Springbrook N,Irvine,CA,92614,480000,2,2.0,WB - Woodbridge,1171,1171,1985,1751,410,339,Sold,,,http://www.redfin.com/CA/Irvine/631-Springbrook-N-92614/unit-41/home/5618594,CRMLS,PW15084216,N,Y,33.6690695,-117.7970645
PAST SALE,August-12-2013,Condo/Co-op,1135 Abelia,Irvine,CA,92606,450000,2,2.5,CG - Columbus Grove,1209,1000,2006,2413,372,399,Sold,,,http://www.redfin.com/CA/Irvine/1135-Abelia-92606/home/12255155,CRMLS,OC13085943,N,Y,33.6930372,-117.8193854
PAST SALE,March-5-2018,Condo/Co-op,29 Wild Trl,Irvine,CA,92618,749900,3,2.5,PS - Portola Springs,2035,2500,2011,747,369,298,Sold,,,http://www.redfin.com/CA/Irvine/Cypress-Village-Trl-92618/home/45383365,CRMLS,OC18005621,N,Y,33.706809848,-117.7242267
