SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-4-2019,Townhouse,8 Wildflower #21,Irvine,CA,92604,619000,3,2.5,EC - El Camino Real,1464,,1975,383,423,369,Sold,,,http://www.redfin.com/CA/Irvine/8-Wildflower-92604/unit-21/home/5444391,CRMLS,OC18268753,N,Y,33.6941181,-117.7875383
PAST SALE,March-15-2019,Condo/Co-op,38 Concierto,Irvine,CA,92620,651000,2,2.0,WD - Woodbury,1537,,2005,372,424,342,Sold,,,http://www.redfin.com/CA/Irvine/38-Concierto-92620/home/7210783,CRMLS,OC19022055,N,Y,33.6977967,-117.7554687
PAST SALE,June-30-2017,Condo/Co-op,61 Origin,Irvine,CA,92618,710000,3,2.5,PS - Portola Springs,1897,,2014,995,374,329,Sold,,,http://www.redfin.com/CA/Irvine/61-Origin-92618/home/112721317,CRMLS,OC17084331,N,Y,33.7006118,-117.7299499
PAST SALE,October-6-2017,Condo/Co-op,53 Dartmouth #49,Irvine,CA,92612,717000,3,3.0,UT - University Town Center,1524,2000,1981,897,470,285,Sold,,,http://www.redfin.com/CA/Irvine/53-Dartmouth-92612/unit-49/home/5678641,CRMLS,OC17163677,N,Y,33.6512501,-117.8275413
PAST SALE,December-10-2014,Townhouse,115 Liberty St,Tustin,CA,92782,545000,3,3.5,TF - Tustin Field,1935,,2005,1928,282,244,Sold,,,http://www.redfin.com/CA/Tustin/115-Liberty-St-92782/home/5953353,CRMLS,OC14207032,N,Y,33.7047885,-117.8018537
PAST SALE,March-16-2017,Single Family Residential,159 Fieldwood,Irvine,CA,92618,950000,4,3.0,GP - Great Park,2434,4450,2014,1101,390,186,Sold,,,http://www.redfin.com/CA/Irvine/159-Fieldwood-92618/home/58557110,CRMLS,OC17001636,N,Y,33.697454,-117.725099
PAST SALE,October-29-2019,Condo/Co-op,66 Danbury Ln,Irvine,CA,92618,755000,3,2.5,OC - Oak Creek,1353,,1998,144,558,144,Sold,,,http://www.redfin.com/CA/Irvine/66-Danbury-Ln-92618/home/5793520,CRMLS,OC19160230,N,Y,33.6681048,-117.7869005
PAST SALE,November-19-2019,Single Family Residential,4691 Royce Rd,Irvine,CA,92612,840000,3,2.5,UP - University Park,2072,3500,1969,123,405,244,Sold,,,http://www.redfin.com/CA/Irvine/4691-Royce-Rd-92612/home/4704687,CRMLS,OC19244288,N,Y,33.6606332,-117.8161912
PAST SALE,October-27-2016,Single Family Residential,5091 Cinnamon,Irvine,CA,92612,680000,3,2.0,UP - University Park,1398,5628,1974,1241,486,200,Sold,,,http://www.redfin.com/CA/Irvine/5091-Cinnamon-92612/home/4710539,CRMLS,OC16090132,N,Y,33.663722,-117.803877
PAST SALE,January-30-2018,Condo/Co-op,4113 Apricot Dr,Irvine,CA,92618,460000,2,2.0,OT - Orangetree,1000,,1979,781,460,441,Sold,,,http://www.redfin.com/CA/Irvine/4113-Apricot-Dr-92618/unit-4113/home/5259819,CRMLS,OC17273839,N,Y,33.6699968,-117.7755143
PAST SALE,July-30-2015,Condo/Co-op,54 Night Bloom,Irvine,CA,92602,615000,3,2.5,NW - Northwood,1479,2500,2005,1696,416,157,Sold,,,http://www.redfin.com/CA/Irvine/54-Night-Bloom-92602/home/7219122,CRMLS,OC15105271,N,Y,33.7127764,-117.7803756
PAST SALE,June-11-2015,Single Family Residential,27 Sweet Rain,Irvine,CA,92614,765000,3,2.25,WB - Woodbridge,1592,4356,1980,1745,481,137,Sold,,,http://www.redfin.com/CA/Irvine/27-Sweet-Rain-92614/home/4691410,CRMLS,OC15074221,N,Y,33.6777094,-117.8086462
PAST SALE,,Condo/Co-op,617 Newcastle,Irvine,CA,92620,330000,2,2.0,,1291,,,,256,,,,,http://www.redfin.com/CA/Irvine/617-Newcastle-92620/home/5494613,,,N,Y,33.7282534,-117.7622202
PAST SALE,March-1-2019,Condo/Co-op,138 Talmadge,Irvine,CA,92602,680000,3,2.0,NK - Northpark,1688,,2001,386,403,364,Sold,,,http://www.redfin.com/CA/Irvine/138-Talmadge-92602/home/5889769,CRMLS,OC19024993,N,Y,33.7369773,-117.7680424
PAST SALE,October-24-2013,Condo/Co-op,36 Avalon #3,Irvine,CA,92602,650100,3,2.5,NK - Northpark,1600,2000,2002,2340,406,135,Sold,,,http://www.redfin.com/CA/Irvine/36-Avalon-92602/unit-3/home/5888274,CRMLS,OC13164970,N,Y,33.7186477,-117.7753506
PAST SALE,January-8-2018,Condo/Co-op,46 Congress Pl,Irvine,CA,92602,764000,3,2.5,WI - West Irvine,1649,,2001,803,463,192,Sold,,,http://www.redfin.com/CA/Irvine/46-Congress-Pl-92602/home/5894776,CRMLS,OC17254712,N,Y,33.7324172,-117.7775054
PAST SALE,April-26-2017,Condo/Co-op,48 Burlingame,Irvine,CA,92602,618000,2,2.5,NK - Northpark,1534,,2000,1060,403,379,Sold,,,http://www.redfin.com/CA/Irvine/48-Burlingame-92602/home/5794574,CRMLS,OC17059918,N,Y,33.7306351,-117.7724985
PAST SALE,September-24-2012,Condo/Co-op,61 SABLE,Irvine,CA,92618,511000,3,3.25,WD - Woodbury,1782,,2008,2735,287,412,Sold,,,http://www.redfin.com/CA/Irvine/61-Sable-92618/home/25507175,CRMLS,S708820,N,Y,33.691628,-117.7427566
PAST SALE,October-26-2016,Condo/Co-op,47 Remington,Irvine,CA,92620,425000,2,2.0,NW - Northwood,987,,1986,1242,431,280,Sold,,,http://www.redfin.com/CA/Irvine/47-Remington-92620/home/5318363,CRMLS,OC16198668,N,Y,33.699223,-117.7703895
PAST SALE,May-7-2014,Townhouse,33 Christamon S #14,Irvine,CA,92620,540000,3,2.5,NW - Northwood,1373,,1984,2145,393,314,Sold,,,http://www.redfin.com/CA/Irvine/33-Christamon-S-92620/unit-14/home/5488395,CRMLS,OC14066513,N,Y,33.7156053,-117.7613203
PAST SALE,September-2-2015,Condo/Co-op,2960 Champion Way #209,Tustin,CA,92782,420000,2,2.0,89 - Tustin Ranch,1100,,1992,1662,382,274,Sold,,,http://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-209/home/5621865,CRMLS,OC15162061,N,Y,33.7401909,-117.7766827
PAST SALE,October-31-2018,Single Family Residential,122 Bridle Path,Irvine,CA,92602,1450000,4,4.0,OH - Orchard Hills,3258,3760,2014,507,445,279,Sold,,,http://www.redfin.com/CA/Irvine/122-Bridle-Path-92602/home/58551604,CRMLS,OC18169974,N,Y,33.7474866,-117.7618231
PAST SALE,August-10-2016,Condo/Co-op,22 Butterfield #11,Irvine,CA,92604,587000,4,2.5,EC - El Camino Real,1674,,1974,1319,351,345,Sold,,,http://www.redfin.com/CA/Irvine/22-Butterfield-92604/unit-11/home/5420757,CRMLS,OC16117832,N,Y,33.6961597,-117.7918975
PAST SALE,November-14-2016,Single Family Residential,13 Eagle Pt,Irvine,CA,92604,845000,3,2.5,WB - Woodbridge,1538,4512,1979,1223,549,86,Sold,,,http://www.redfin.com/CA/Irvine/13-Eagle-Pt-92604/home/4689965,CRMLS,OC16181898,N,Y,33.6788541,-117.7817039
PAST SALE,June-6-2019,Condo/Co-op,5032 Scholarship,Irvine,CA,92612,580000,1,1.5,AA - Airport Area,1349,,2005,289,430,981,Sold,,,http://www.redfin.com/CA/Irvine/5032-Scholarship-92612/home/12255049,CRMLS,OC19019411,N,Y,33.6666191,-117.8528982
PAST SALE,June-20-2017,Condo/Co-op,45 Greenfield,Irvine,CA,92614,484567,2,2.0,WB - Woodbridge,1159,,1984,1005,418,464,Sold,,,http://www.redfin.com/CA/Irvine/45-Greenfield-92614/unit-52/home/5574563,CRMLS,OC17099434,N,Y,33.6788714,-117.8114251
PAST SALE,April-9-2019,Condo/Co-op,63 Night Bloom,Irvine,CA,92602,799000,3,2.5,NW - Northwood,1678,,2005,347,476,162,Sold,,,http://www.redfin.com/CA/Irvine/63-Night-Bloom-92602/home/7211645,CRMLS,OC19028150,N,Y,33.7127872,-117.7810019
PAST SALE,May-7-2019,Single Family Residential,39 Gables,Irvine,CA,92620,1385000,4,4.0,WD - Woodbury,3145,4350,2010,319,440,120,Sold,,,http://www.redfin.com/CA/Irvine/39-Gables-92620/home/28931299,CRMLS,OC19076727,N,Y,33.6986739,-117.7572658
PAST SALE,August-10-2018,Condo/Co-op,62 Oval Rd #2,Irvine,CA,92604,511000,3,2.0,WN - Walnut (Irvine),1091,,1972,589,468,335,Sold,,,http://www.redfin.com/CA/Irvine/62-Oval-Rd-92604/unit-2/home/5340245,CRMLS,OC18175986,N,Y,33.6941042,-117.7726516
PAST SALE,February-27-2019,Condo/Co-op,4313 Apricot Dr,Irvine,CA,92618,440000,2,2.0,OT - Orangetree,1000,,1979,388,440,441,Sold,,,http://www.redfin.com/CA/Irvine/4313-Apricot-Dr-92618/unit-4313/home/146459911,CRMLS,OC18242615,N,Y,33.6698224,-117.7754367
PAST SALE,July-1-2019,Condo/Co-op,5 Cetinale Aisle,Irvine,CA,92606,730000,3,2.5,WP - Westpark,2339,,1990,264,312,480,Sold,,,http://www.redfin.com/CA/Irvine/5-Cetinale-Aisle-92606/home/5590262,CRMLS,OC19110253,N,Y,33.6862156,-117.8181047
PAST SALE,April-7-2017,Condo/Co-op,68 Dovetail,Irvine,CA,92603,585000,2,2.5,QH - Quail Hill,1484,,2003,1079,394,289,Sold,,,http://www.redfin.com/CA/Irvine/68-Dovetail-92603/home/5947545,CRMLS,OC17053188,N,Y,33.6509214,-117.7770785
PAST SALE,October-16-2015,Single Family Residential,11 Wintersweet Way,Irvine,CA,92612,635000,3,2.0,UP - University Park,1493,3200,1966,1618,425,192,Sold,,,http://www.redfin.com/CA/Irvine/11-Wintersweet-Way-92612/home/4699817,CRMLS,OC15199904,N,Y,33.6635407,-117.8206333
PAST SALE,October-29-2018,Single Family Residential,10 Yellowwood Way,Irvine,CA,92612,845000,3,1.75,UP - University Park,1921,4200,1968,509,440,192,Sold,,,http://www.redfin.com/CA/Irvine/10-Yellowwood-Way-92612/home/4702350,CRMLS,OC18214055,N,Y,33.6582614,-117.8230375
PAST SALE,September-13-2016,Condo/Co-op,11 Rockwood #1,Irvine,CA,92614,415000,2,2.0,WB - Woodbridge,1000,,1980,1285,415,394,Sold,,,http://www.redfin.com/CA/Irvine/11-Rockwood-92614/unit-1/home/5645728,CRMLS,OC16165717,N,Y,33.6693325,-117.8184504
PAST SALE,January-10-2020,Condo/Co-op,4 Blackstone,Irvine,CA,92604,475000,2,1.5,WB - Woodbridge,1110,1000,1977,71,428,340,Sold,,,http://www.redfin.com/CA/Irvine/4-Blackstone-92604/home/4689604,CRMLS,OC19240026,N,Y,33.6913044,-117.7968988
PAST SALE,June-26-2017,Townhouse,274 Borrego,Irvine,CA,92618,575000,2,2.0,PS - Portola Springs,1371,,2014,999,419,353,Sold,,,http://www.redfin.com/CA/Irvine/274-Borrego-92618/unit-88/home/112721887,CRMLS,OC17123036,N,Y,33.6975397,-117.7122588
PAST SALE,April-9-2019,Single Family Residential,7 Le Vanto,Irvine,CA,92606,750000,3,2.5,WP - Westpark,1294,3000,1996,347,580,170,Sold,,,http://www.redfin.com/CA/Irvine/7-Le-Vanto-92606/home/4625125,CRMLS,OC18283425,N,Y,33.691423,-117.8131686
PAST SALE,September-14-2015,Condo/Co-op,23 Tall Oak,Irvine,CA,92603,640000,3,3.5,QH - Quail Hill,1609,,2004,1650,398,192,Sold,,,http://www.redfin.com/CA/Irvine/23-Tall-Oak-92603/home/5979779,CRMLS,OC15110296,N,Y,33.6458026,-117.7734704
PAST SALE,September-27-2019,Townhouse,221 Stanford Ct #133,Irvine,CA,92612,629000,2,1.5,UT - University Town Center,1138,,1985,176,553,330,Sold,,,http://www.redfin.com/CA/Irvine/221-Stanford-Ct-92612/unit-133/home/5680420,CRMLS,OC19187809,N,Y,33.6563687,-117.8403524
PAST SALE,May-28-2018,Townhouse,80 Stanford Ct #40,Irvine,CA,92612,760000,3,3.0,UT - University Town Center,1413,1307,1984,663,538,333,Sold,,,http://www.redfin.com/CA/Irvine/80-Stanford-Ct-92612/unit-40/home/5679515,CRMLS,OC18055655,N,Y,33.6549036,-117.8408433
PAST SALE,July-9-2019,Townhouse,27 Sarena,Irvine,CA,92612,1350000,3,3.0,TR - Turtle Rock,2104,,1987,256,642,498,Sold,,,http://www.redfin.com/CA/Irvine/27-Sarena-92612/unit-38/home/5498257,CRMLS,OC19094077,N,Y,33.643763228,-117.7983458
PAST SALE,February-28-2018,Condo/Co-op,31 Peony,Irvine,CA,92618,810000,3,2.5,WD - Woodbury,1804,,2010,752,449,359,Sold,,,http://www.redfin.com/CA/Irvine/31-Peony-92618/home/40102954,CRMLS,OC18017480,N,Y,33.6875645,-117.7469166
PAST SALE,December-11-2019,Condo/Co-op,65 Firwood #51,Irvine,CA,92604,550000,3,1.25,WB - Woodbridge,1150,1300,1978,101,478,376,Sold,,,http://www.redfin.com/CA/Irvine/65-Firwood-92604/unit-51/home/5505827,CRMLS,OC19249172,N,Y,33.6776186,-117.7917873
PAST SALE,January-31-2014,Condo/Co-op,105 Hallmark,Irvine,CA,92620,449000,2,2.0,WD - Woodbury,1200,,2007,2241,374,330,Sold,,,http://www.redfin.com/CA/Irvine/105-Hallmark-92620/unit-2/home/17467760,CRMLS,OC13222163,N,Y,33.695207,-117.7458589
PAST SALE,March-25-2016,Single Family Residential,55 Bamboo,Irvine,CA,92620,1020000,4,3.0,NW - Northwood,2419,3819,2004,1457,422,130,Sold,,,http://www.redfin.com/CA/Irvine/55-Bamboo-92620/home/5931356,PFAR,316000141,N,Y,33.6987749,-117.7613496
PAST SALE,June-17-2019,Single Family Residential,51 Bennington,Irvine,CA,92620,970000,4,2.5,NW - Northwood,2085,5115,1979,278,465,,Sold,,,http://www.redfin.com/CA/Irvine/51-Bennington-92620/home/4795062,CRMLS,OC19095421,N,Y,33.7076854,-117.761549
PAST SALE,October-30-2019,Single Family Residential,29 Dinuba,Irvine,CA,92602,1120000,4,3.0,NK - Northpark,2201,3308,2000,143,509,189,Sold,,,http://www.redfin.com/CA/Irvine/29-Dinuba-92602/home/5771881,CRMLS,OC19068797,N,Y,33.7261183,-117.7678481
PAST SALE,March-29-2019,Condo/Co-op,45 Abrazo Aisle #166,Irvine,CA,92614,467000,2,2.0,WP - Westpark,871,1000,1987,358,536,292,Sold,,,http://www.redfin.com/CA/Irvine/45-Abrazo-Aisle-92614/unit-166/home/5588082,CRMLS,OC19035303,N,Y,33.6853274,-117.8284151
PAST SALE,May-13-2019,Condo/Co-op,123 Neptune,Irvine,CA,92618,700000,3,3.0,PS - Portola Springs,2038,,2016,313,343,315,Sold,,,http://www.redfin.com/CA/Irvine/123-Neptune-92618/home/161453131,CRMLS,OC19061105,N,Y,33.699152,-117.732061
PAST SALE,August-23-2019,Condo/Co-op,50 Rose Arch #8,Irvine,CA,92620,625000,2,2.0,CV - Cypress Village,1297,,2014,211,482,328,Sold,,,http://www.redfin.com/CA/Irvine/50-Rose-Arch-92620/unit-8/home/112719614,CRMLS,OC19149498,N,Y,33.6843326,-117.7633433
PAST SALE,December-23-2019,Condo/Co-op,27 Thicket #25,Irvine,CA,92614,630000,3,2.0,WB - Woodbridge,1114,1300,1981,89,566,397,Sold,,,http://www.redfin.com/CA/Irvine/27-Thicket-92614/unit-25/home/5641999,CRMLS,OC19265471,N,Y,33.6705025,-117.8117573
PAST SALE,June-13-2018,Condo/Co-op,215 Excursion,Irvine,CA,92618,642000,2,2.0,PS - Portola Springs,1178,,2016,647,545,348,Sold,,,http://www.redfin.com/CA/Irvine/215-Excursion-92618/home/112929306,CRMLS,OC18064540,N,Y,33.688642,-117.7147682
PAST SALE,October-4-2013,Condo/Co-op,206 Marinella Aisle,Irvine,CA,92606,500000,3,2.5,WP - Westpark,1347,,1997,2360,371,210,Sold,,,http://www.redfin.com/CA/Irvine/206-Marinella-Aisle-92606/home/5703638,CRMLS,OC13175150,N,Y,33.6905705,-117.8117959
PAST SALE,June-8-2017,Condo/Co-op,63 Origin,Irvine,CA,92618,655000,2,2.5,PS - Portola Springs,1788,,2014,1017,366,329,Sold,,,http://www.redfin.com/CA/Irvine/Origin-92618/home/62679386,CRMLS,OC17085778,N,Y,33.7002788,-117.7297796
PAST SALE,May-10-2018,Condo/Co-op,210 Borrego,Irvine,CA,92618,659900,2,2.0,PS - Portola Springs,1318,,2013,681,501,241,Sold,,,http://www.redfin.com/CA/Irvine/210-Borrego-92618/home/105726595,CRMLS,OC18089747,N,Y,33.6973208,-117.7141137
PAST SALE,December-4-2017,Single Family Residential,28 Deer Spg,Irvine,CA,92604,1160000,4,1.75,EC - El Camino Real,2808,7200,1974,838,413,62,Sold,,,http://www.redfin.com/CA/Irvine/28-Deer-Spg-92604/home/4683473,CRMLS,OC17229150,N,Y,33.6949522,-117.79292
PAST SALE,October-16-2018,Condo/Co-op,705 Beacon,Irvine,CA,92618,880000,3,2.5,GP - Great Park,1897,,2017,522,464,440,Sold,,,http://www.redfin.com/CA/Irvine/705-Beacon-92618/home/146266551,CRMLS,OC18195140,N,Y,33.6803654,-117.7377494
PAST SALE,August-4-2015,Condo/Co-op,17 Imperial Aisle,Irvine,CA,92606,405000,2,1.5,WP - Westpark,1075,1100,1993,1691,377,324,Sold,,,http://www.redfin.com/CA/Irvine/17-Imperial-Aisle-92606/home/5590317,CRMLS,OC15131981,N,Y,33.6876307,-117.818772
PAST SALE,December-12-2014,Condo/Co-op,2960 Champion Way #1506,Tustin,CA,92782,319000,1,1.0,89 - Tustin Ranch,883,1000,1992,1926,361,274,Sold,,,http://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-1506/home/5622678,CRMLS,OC14232060,N,Y,33.7401909,-117.7766827
PAST SALE,October-25-2017,Condo/Co-op,2678 Dunstan Dr,Tustin,CA,92782,533500,2,2.0,89 - Tustin Ranch,1229,,1993,878,434,306,Sold,,,http://www.redfin.com/CA/Tustin/2678-Dunstan-Dr-92782/home/5628203,CRMLS,OC17217355,N,Y,33.756072,-117.766309
PAST SALE,November-22-2016,Condo/Co-op,6 El Cajon,Irvine,CA,92602,599000,3,2.5,NK - Northpark,1601,,2004,1215,374,381,Sold,,,http://www.redfin.com/CA/Irvine/6-El-Cajon-92602/unit-16/home/5919588,CRMLS,OC16713761,N,Y,33.7341993,-117.7701638
PAST SALE,February-13-2014,Single Family Residential,5 Lassen,Irvine,CA,92612,658000,3,2.5,UP - University Park,1713,3049,1976,2228,384,280,Sold,,,http://www.redfin.com/CA/Irvine/5-Lassen-92612/home/4712754,CRMLS,OC13231647,N,Y,33.6582188,-117.8205646
PAST SALE,,Condo/Co-op,19 E Yale Loop #37,Irvine,CA,92604,665000,3,2.5,,1889,,1977,,352,,,,,http://www.redfin.com/CA/Irvine/19-E-Yale-Loop-92604/unit-37/home/5510056,,,N,Y,33.6841477,-117.7898675
PAST SALE,April-13-2016,Condo/Co-op,2960 Champion Way #503,Tustin,CA,92782,450000,2,2.0,89 - Tustin Ranch,1100,,1993,1438,409,280,Sold,,,http://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-503/home/5622064,CRMLS,OC16045272,N,Y,33.7401909,-117.7766827
PAST SALE,March-24-2017,Condo/Co-op,2960 Champion Way #2705,Tustin,CA,92782,353000,1,1.0,89 - Tustin Ranch,800,,1992,1093,441,290,Sold,,,http://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-2705/home/5623342,CRMLS,OC17045739,N,Y,33.7401909,-117.7766827
PAST SALE,July-26-2013,Single Family Residential,3 Wadsworth,Irvine,CA,92620,715000,3,2.5,NW - Northwood,1504,3485,1986,2430,475,74,Sold,,,http://www.redfin.com/CA/Irvine/3-Wadsworth-92620/home/4784005,CRMLS,OC13106736,N,Y,33.7004981,-117.7700693
PAST SALE,January-9-2018,Condo/Co-op,75 Winding Way,Irvine,CA,92620,740000,3,3.0,WD - Woodbury,1961,1000,2006,802,377,285,Sold,,,http://www.redfin.com/CA/Irvine/75-Winding-Way-92620/home/7210839,CRMLS,OC17271193,N,Y,33.6951985,-117.7522774
PAST SALE,August-26-2015,Condo/Co-op,134 Townsend,Irvine,CA,92620,653000,3,3.0,WD - Woodbury,1878,,2005,1669,348,270,Sold,,,http://www.redfin.com/CA/Irvine/134-Townsend-92620/home/7211750,CRMLS,OC15173727,N,Y,33.7007239,-117.7470183
PAST SALE,December-15-2017,Condo/Co-op,68 Jade Flower,Irvine,CA,92620,595000,2,2.0,CV - Cypress Village,1182,,2015,827,503,331,Sold,,,http://www.redfin.com/CA/Irvine/68-Jade-Flower-92620/home/112722332,CRMLS,OC17261867,N,Y,33.6807807,-117.7576573
PAST SALE,May-28-2019,Condo/Co-op,26 Oval Rd #4,Irvine,CA,92604,424888,2,2.0,EC - El Camino Real,862,,1972,298,493,335,Sold,,,http://www.redfin.com/CA/Irvine/26-Oval-Rd-92604/unit-4/home/5340223,CRMLS,OC19087069,N,Y,33.6941042,-117.7726516
PAST SALE,May-9-2019,Single Family Residential,14442 Majorca Ave,Irvine,CA,92606,870000,4,3.0,WN - Walnut (Irvine),1929,5000,1971,317,451,62,Sold,,,http://www.redfin.com/CA/Irvine/14442-Majorca-Ave-92606/home/4667620,CRMLS,OC19108625,N,Y,33.7069425,-117.789124
PAST SALE,April-21-2017,Condo/Co-op,3 Julian,Irvine,CA,92602,750000,3,2.5,NK - Northpark,1684,,2002,1065,445,128,Sold,,,http://www.redfin.com/CA/Irvine/3-Julian-92602/unit-10/home/5888267,CRMLS,OC17055803,N,Y,33.7186477,-117.7753506
PAST SALE,April-19-2019,Single Family Residential,5101 Yearling Ave,Irvine,CA,92604,957200,4,3.0,EC - El Camino Real,2622,5543,1971,337,365,,Sold,,,http://www.redfin.com/CA/Irvine/5101-Yearling-Ave-92604/home/4665959,CRMLS,OC18286855,N,Y,33.6895329,-117.7777878
PAST SALE,September-28-2018,Condo/Co-op,1 Shade Tree,Irvine,CA,92603,1300000,3,2.5,TRG - Turtle Ridge,2038,,2003,540,638,292,Sold,,,http://www.redfin.com/CA/Irvine/1-Shade-Tree-92603/home/5943358,CRMLS,OC18152565,N,Y,33.630944868,-117.8175399
PAST SALE,February-7-2019,Condo/Co-op,12 Talmont,Newport Coast,CA,92657,980000,2,2.0,N26 - Newport Coast,1652,2000,2004,408,593,493,Sold,,,http://www.redfin.com/CA/Newport-Coast/12-Talmont-92657/home/5981297,CRMLS,OC18250755,N,Y,33.6084293,-117.8081111
PAST SALE,June-19-2019,Condo/Co-op,11 Hollowglen #48,Irvine,CA,92604,500000,2,1.5,WB - Woodbridge,1125,,1978,276,444,466,Sold,,,http://www.redfin.com/CA/Irvine/11-Hollowglen-92604/unit-48/home/5507100,CRMLS,OC19055185,N,Y,33.6789902,-117.7864995
PAST SALE,May-1-2019,Condo/Co-op,42 Bijou,Irvine,CA,92618,590000,2,2.0,WD - Woodbury,1179,,2009,325,500,294,Sold,,,http://www.redfin.com/CA/Irvine/42-Bijou-92618/home/28932528,CRMLS,OC19069727,N,Y,33.692973,-117.740941
PAST SALE,August-29-2018,Condo/Co-op,133 Carrotwood,Irvine,CA,92618,1040000,4,3.0,GP - Great Park,2395,,2014,570,434,193,Sold,,,http://www.redfin.com/CA/Irvine/133-Carrotwood-92618/home/112721214,CRMLS,OC18082854,N,Y,33.701557,-117.722197
PAST SALE,October-18-2016,Townhouse,11 Oval Rd #1,Irvine,CA,92604,410000,2,2.0,EC - El Camino Real,1057,,1971,1250,388,325,Sold,,,http://www.redfin.com/CA/Irvine/11-Oval-Rd-92604/unit-1/home/5321145,CRMLS,OC16192861,N,Y,33.6936545,-117.7739442
PAST SALE,July-20-2018,Condo/Co-op,114 Capricorn,Irvine,CA,92618,735000,4,3.5,PS - Portola Springs,1908,,2015,610,385,329,Sold,,,http://www.redfin.com/CA/Irvine/114-Capricorn-92618/home/112728789,CRMLS,OC18146981,N,Y,33.7008585,-117.7298646
PAST SALE,,Condo/Co-op,57 Origin,Irvine,CA,92618,662000,2,2.5,,1716,,,,386,,,,,http://www.redfin.com/CA/Irvine/57-Origin-92618/home/112721038,,,N,Y,33.700579,-117.7299066
PAST SALE,July-31-2015,Condo/Co-op,118 Borrego,Irvine,CA,92618,529900,2,2.0,PS - Portola Springs,1371,,2013,1695,387,353,Sold,,,http://www.redfin.com/CA/Irvine/118-Borrego-92618/home/58555794,CRMLS,OC15131775,N,Y,33.6981987,-117.7155561
PAST SALE,March-18-2016,Townhouse,144 Borrego,Irvine,CA,92618,535000,2,2.0,PS - Portola Springs,1371,1371,2014,1464,390,353,Sold,,,http://www.redfin.com/CA/Irvine/144-Borrego-92618/home/105486293,CRMLS,OC15247013,N,Y,33.6980072,-117.7152797
PAST SALE,July-30-2019,Condo/Co-op,62 Full Moon,Irvine,CA,92618,530000,2,2.0,PS - Portola Springs,1239,,2010,235,428,324,Sold,,,http://www.redfin.com/CA/Irvine/62-Full-Moon-92618/home/40102641,CRMLS,OC19037907,N,Y,33.695344,-117.7187228
PAST SALE,June-28-2019,Single Family Residential,2 Pebble,Irvine,CA,92614,910000,3,2.5,WB - Woodbridge,1786,3570,1984,267,510,97,Sold,,,http://www.redfin.com/CA/Irvine/2-Pebble-92614/home/4697781,CRMLS,OC19111737,N,Y,33.6682601,-117.7975973
PAST SALE,June-21-2019,Condo/Co-op,22256 Caminito Danubo #259,Laguna Hills,CA,92653,504800,3,2.0,S2 - Laguna Hills,1460,,1982,274,346,400,Sold,,,http://www.redfin.com/CA/Laguna-Hills/22256-Caminito-Danubo-92653/unit-259/home/5635286,CRMLS,OC19033939,N,Y,33.6255037,-117.741462
PAST SALE,June-25-2014,Single Family Residential,19 Shearwater,Irvine,CA,92604,719100,3,2.0,WB - Woodbridge,1448,4356,1979,2096,497,82,Sold,,,http://www.redfin.com/CA/Irvine/19-Shearwater-92604/home/4691019,CRMLS,OC14090737,N,Y,33.677398,-117.7901616
PAST SALE,September-3-2019,Single Family Residential,74 Royal Victoria,Irvine,CA,92606,745000,3,2.5,WN - Walnut (Irvine),1650,3500,2002,200,452,180,Sold,,,http://www.redfin.com/CA/Irvine/74-Royal-Victoria-92606/home/5918220,CRMLS,OC19161042,N,Y,33.7045437,-117.7999114
PAST SALE,September-23-2018,Condo/Co-op,209 Firefly,Irvine,CA,92618,915000,4,3.0,PS - Portola Springs,1935,,2015,545,473,248,Sold,,,http://www.redfin.com/CA/Irvine/209-Firefly-92618/home/58555823,CRMLS,OC18147877,N,Y,33.6984547,-117.7147972
PAST SALE,September-5-2017,Condo/Co-op,360 Monroe #204,Irvine,CA,92620,630000,3,2.5,NW - Northwood,1368,,1985,928,461,230,Sold,,,http://www.redfin.com/CA/Irvine/360-Monroe-92620/unit-204/home/5322419,CRMLS,OC17189009,N,Y,33.7049794,-117.775058
PAST SALE,January-24-2013,Single Family Residential,33 WATER LILY,Irvine,CA,92606,898500,4,2.5,CG - Columbus Grove,2803,4022,2006,2613,321,160,Sold,,,http://www.redfin.com/CA/Irvine/33-Water-Lily-92606/home/7202287,CRMLS,S712619,N,Y,33.6936511,-117.8177482
PAST SALE,December-30-2015,Single Family Residential,21 Mineral King,Irvine,CA,92602,735000,3,2.5,NK - Northpark,2123,2723,2000,1543,346,325,Sold,,,http://www.redfin.com/CA/Irvine/21-Mineral-King-92602/home/5771000,CRMLS,OC15185213,N,Y,33.732411,-117.772394
